reference, reading, iT00, iT01, iT02, iT03, iT10, iT11, iT12, iT13, iT20, iT21, iT22, iT23, iT30, iT31, iT32, iT33
Hokuyo_28.csv, Hokuyo_24.csv,0.867374,-0.225703,-0.44353,-1.903036,0.328588,0.929083,0.169805,0.806441,0.373752,-0.293024,0.880027,-2.189988,0.0,0.0,0.0,1.0
Hokuyo_28.csv, Hokuyo_24.csv,0.717587,-0.668107,0.196728,-3.766972,0.696457,0.689959,-0.197237,-1.810736,-0.003958,0.278548,0.960414,-0.509966,0.0,0.0,0.0,1.0
Hokuyo_28.csv, Hokuyo_24.csv,-0.424901,-0.836617,-0.345733,-0.316925,0.899605,-0.347704,-0.26422,-3.227543,0.100839,-0.423289,0.900364,-1.804058,0.0,0.0,0.0,1.0
Hokuyo_28.csv, Hokuyo_24.csv,0.867561,-0.488935,0.090994,-4.251034,0.250796,0.58811,0.768914,-0.729002,-0.429463,-0.644259,0.632843,-2.393988,0.0,0.0,0.0,1.0
Hokuyo_28.csv, Hokuyo_24.csv,0.799843,-0.12336,0.587394,-3.982374,0.268293,0.948919,-0.166045,-0.8116,-0.536906,0.290405,0.792083,2.993557,0.0,0.0,0.0,1.0
Hokuyo_28.csv, Hokuyo_24.csv,0.423497,-0.862322,-0.277583,-3.143051,0.886648,0.45739,-0.068177,-0.803941,0.185755,-0.217245,0.958279,-2.014052,0.0,0.0,0.0,1.0
Hokuyo_28.csv, Hokuyo_24.csv,0.742885,-0.660002,-0.111885,-2.76304,0.62545,0.624755,0.467435,0.095409,-0.238606,-0.417228,0.876918,0.266904,0.0,0.0,0.0,1.0
Hokuyo_28.csv, Hokuyo_24.csv,0.901424,0.176442,0.39535,-2.034618,-0.318232,0.889184,0.328756,2.147372,-0.293531,-0.422161,0.857681,0.040884,0.0,0.0,0.0,1.0
Hokuyo_21.csv, Hokuyo_28.csv,0.816275,0.537095,0.212658,5.191217,-0.500665,0.84142,-0.203341,-1.809016,-0.288149,0.059511,0.955735,-0.676915,0.0,0.0,0.0,1.0
Hokuyo_21.csv, Hokuyo_28.csv,0.976847,0.212219,0.027054,5.426068,-0.207591,0.970834,-0.119946,0.018663,-0.05172,0.111552,0.992413,0.877186,0.0,0.0,0.0,1.0
Hokuyo_21.csv, Hokuyo_28.csv,0.979834,0.062434,-0.189808,5.259446,-0.060756,0.998045,0.014653,0.746656,0.190351,-0.002826,0.981713,2.032007,0.0,0.0,0.0,1.0
Hokuyo_21.csv, Hokuyo_28.csv,0.984321,0.176128,0.009449,5.495054,-0.17358,0.957788,0.229153,0.410965,0.03131,-0.227202,0.973345,0.822554,0.0,0.0,0.0,1.0
Hokuyo_21.csv, Hokuyo_28.csv,0.930456,0.328109,-0.163082,5.309465,-0.302879,0.939229,0.161596,-0.354714,0.206192,-0.100964,0.973289,2.041478,0.0,0.0,0.0,1.0
Hokuyo_21.csv, Hokuyo_28.csv,0.942206,0.197953,0.270298,5.476184,-0.212673,0.976778,0.025991,-0.070699,-0.258877,-0.081974,0.962426,-0.592702,0.0,0.0,0.0,1.0
Hokuyo_21.csv, Hokuyo_28.csv,0.895006,0.15,0.420078,5.714461,-0.355792,0.808076,0.469496,-0.074587,-0.26903,-0.569662,0.776602,-1.052747,0.0,0.0,0.0,1.0
Hokuyo_21.csv, Hokuyo_28.csv,0.9745,0.188767,-0.121303,4.030616,-0.099789,0.848804,0.519206,0.705896,0.200971,-0.493862,0.845998,1.772797,0.0,0.0,0.0,1.0
Hokuyo_21.csv, Hokuyo_28.csv,0.658999,0.576225,-0.48341,4.782831,-0.710706,0.687435,-0.149435,-3.443511,0.246204,0.442039,0.862546,3.053587,0.0,0.0,0.0,1.0
Hokuyo_21.csv, Hokuyo_28.csv,0.918627,0.09958,0.382369,4.964804,-0.111799,0.993682,0.009808,0.180721,-0.378977,-0.051759,0.923959,-0.96506,0.0,0.0,0.0,1.0
Hokuyo_21.csv, Hokuyo_28.csv,0.853271,-0.060619,-0.517933,4.296381,0.151811,0.979076,0.135511,1.950309,0.498881,-0.194256,0.844621,3.416023,0.0,0.0,0.0,1.0
Hokuyo_21.csv, Hokuyo_28.csv,0.902493,0.110985,0.416159,5.799768,-0.400167,0.573409,0.714891,-1.701932,-0.159287,-0.811717,0.561911,-1.463836,0.0,0.0,0.0,1.0
Hokuyo_21.csv, Hokuyo_28.csv,0.911676,-0.129015,-0.390131,4.31533,0.027111,0.966249,-0.256181,1.060847,0.410014,0.222977,0.884405,2.106004,0.0,0.0,0.0,1.0
Hokuyo_21.csv, Hokuyo_28.csv,0.68906,-0.01843,0.72447,4.99943,0.511914,0.719985,-0.468579,2.637912,-0.512971,0.693745,0.505547,-1.468481,0.0,0.0,0.0,1.0
Hokuyo_21.csv, Hokuyo_28.csv,0.40663,0.112169,0.906681,2.091047,-0.656512,0.726034,0.204613,-2.055335,-0.635329,-0.678449,0.368868,-4.442998,0.0,0.0,0.0,1.0
Hokuyo_21.csv, Hokuyo_28.csv,0.233498,0.079135,-0.969133,0.187074,-0.080501,0.994834,0.061838,-1.573274,0.969019,0.063577,0.238662,6.782765,0.0,0.0,0.0,1.0
Hokuyo_21.csv, Hokuyo_28.csv,0.677685,0.64404,0.3549,5.084543,-0.47097,0.750791,-0.463143,-1.007929,-0.564738,0.146718,0.812124,-2.045492,0.0,0.0,0.0,1.0
Hokuyo_21.csv, Hokuyo_28.csv,0.433229,0.255163,-0.86441,2.217049,0.175329,0.916905,0.358532,2.5332,0.884065,-0.306883,0.352493,3.775953,0.0,0.0,0.0,1.0
Hokuyo_21.csv, Hokuyo_28.csv,0.982409,0.180634,-0.047365,6.296717,-0.186681,0.943566,-0.273557,-0.208862,-0.004722,0.277586,0.96069,0.602367,0.0,0.0,0.0,1.0
Hokuyo_10.csv, Hokuyo_24.csv,0.146628,0.957686,0.247666,4.554745,-0.967945,0.190523,-0.163656,-8.45767,-0.203918,-0.215729,0.954923,-1.29376,0.0,0.0,0.0,1.0
Hokuyo_10.csv, Hokuyo_24.csv,0.42586,0.904051,0.03654,6.61391,-0.886987,0.425113,-0.180365,-7.137868,-0.178594,0.044402,0.982921,-0.308646,0.0,0.0,0.0,1.0
Hokuyo_10.csv, Hokuyo_24.csv,0.539137,0.82676,-0.16062,7.309276,-0.751054,0.558255,0.352519,-4.657651,0.381114,-0.06942,0.921917,4.549723,0.0,0.0,0.0,1.0
Hokuyo_10.csv, Hokuyo_24.csv,0.035476,0.935301,-0.352069,2.760294,-0.945086,0.145925,0.292435,-7.99684,0.324889,0.322363,0.889117,5.068183,0.0,0.0,0.0,1.0
Hokuyo_10.csv, Hokuyo_24.csv,0.403883,0.906077,0.126106,6.570169,-0.910679,0.385135,0.149446,-6.904332,0.086841,-0.175199,0.980695,1.73086,0.0,0.0,0.0,1.0
Hokuyo_10.csv, Hokuyo_24.csv,0.233441,0.94396,-0.233337,4.830918,-0.971072,0.238716,-0.005782,-8.474983,0.050243,0.227938,0.972378,2.308734,0.0,0.0,0.0,1.0
Hokuyo_10.csv, Hokuyo_24.csv,0.488387,0.844214,-0.220866,7.631128,-0.846029,0.396068,-0.356877,-6.948606,-0.213804,0.361156,0.907665,0.989259,0.0,0.0,0.0,1.0
Hokuyo_10.csv, Hokuyo_24.csv,0.172107,0.954812,-0.242308,4.364403,-0.886106,0.042599,-0.46152,-8.643203,-0.430344,0.294143,0.853396,-1.737323,0.0,0.0,0.0,1.0
Hokuyo_10.csv, Hokuyo_24.csv,0.437105,0.878191,-0.194213,6.882762,-0.891161,0.452057,0.038419,-6.881417,0.121533,0.156284,0.980207,2.924385,0.0,0.0,0.0,1.0
Hokuyo_10.csv, Hokuyo_24.csv,-0.029344,0.99614,0.082731,3.082851,-0.837218,0.020722,-0.546476,-7.823925,-0.546082,-0.0853,0.833377,-4.573249,0.0,0.0,0.0,1.0
Hokuyo_10.csv, Hokuyo_24.csv,0.191854,0.760021,-0.620935,3.838571,-0.653348,0.571024,0.497061,-3.130804,0.732345,0.310325,0.60611,7.992851,0.0,0.0,0.0,1.0
Hokuyo_10.csv, Hokuyo_24.csv,-0.193974,0.954276,0.227449,1.152789,-0.949562,-0.124409,-0.287843,-10.169135,-0.246385,-0.271809,0.930276,-1.866,0.0,0.0,0.0,1.0
Hokuyo_10.csv, Hokuyo_24.csv,-0.352241,0.784929,0.50972,-0.6037,-0.702623,-0.58156,0.41001,-8.722691,0.618261,-0.213718,0.756357,5.125247,0.0,0.0,0.0,1.0
Hokuyo_10.csv, Hokuyo_24.csv,0.88872,-0.114527,-0.443914,6.941392,0.404387,0.652005,0.641374,7.713479,0.215979,-0.749515,0.625761,-0.138968,0.0,0.0,0.0,1.0
Hokuyo_10.csv, Hokuyo_24.csv,0.107144,0.95984,0.259285,3.13389,-0.717497,0.255176,-0.648137,-7.130564,-0.688271,-0.116593,0.716023,-3.389692,0.0,0.0,0.0,1.0
Hokuyo_10.csv, Hokuyo_24.csv,-0.094542,0.990838,0.096456,1.928904,-0.755284,-0.134508,0.641447,-5.167149,0.648543,-0.012206,0.761079,7.36138,0.0,0.0,0.0,1.0
Hokuyo_10.csv, Hokuyo_24.csv,-0.803349,0.145266,-0.577518,-8.42504,-0.578008,-0.423582,0.697484,-6.295103,-0.143305,0.894135,0.42425,2.990229,0.0,0.0,0.0,1.0
Hokuyo_10.csv, Hokuyo_24.csv,-0.8821,0.370794,-0.290532,-8.166404,-0.451537,-0.48984,0.745769,-2.881072,0.134213,0.78903,0.599516,4.023929,0.0,0.0,0.0,1.0
Hokuyo_10.csv, Hokuyo_24.csv,0.080143,0.026445,-0.996433,-2.451559,-0.746853,0.663633,-0.042455,-4.181332,0.660143,0.747591,0.072936,7.552452,0.0,0.0,0.0,1.0
Hokuyo_18.csv, Hokuyo_27.csv,0.86722,0.471887,-0.158911,6.264096,-0.495925,0.847147,-0.190781,-1.505888,0.044595,0.244256,0.968684,2.480699,0.0,0.0,0.0,1.0
Hokuyo_18.csv, Hokuyo_27.csv,0.751733,0.652763,-0.093807,6.135363,-0.647954,0.75756,0.079101,-2.408387,0.122699,0.001319,0.992442,2.518115,0.0,0.0,0.0,1.0
Hokuyo_18.csv, Hokuyo_27.csv,0.499823,0.800348,0.331089,5.422742,-0.831589,0.550317,-0.074905,-4.224892,-0.242154,-0.237891,0.940621,-0.43674,0.0,0.0,0.0,1.0
Hokuyo_18.csv, Hokuyo_27.csv,0.829937,0.543469,-0.125887,6.373692,-0.550589,0.834302,-0.028089,-1.821797,0.089763,0.092624,0.991646,2.299166,0.0,0.0,0.0,1.0
Hokuyo_18.csv, Hokuyo_27.csv,0.787971,0.583474,0.196624,6.691899,-0.575947,0.811389,-0.099661,-2.16414,-0.217688,-0.034716,0.9754,0.407658,0.0,0.0,0.0,1.0
Hokuyo_18.csv, Hokuyo_27.csv,0.826947,0.558426,-0.065737,6.228962,-0.56173,0.825646,-0.052599,-2.067759,0.024903,0.080423,0.996449,2.030132,0.0,0.0,0.0,1.0
Hokuyo_18.csv, Hokuyo_27.csv,0.928783,0.364357,0.067875,6.917286,-0.369221,0.92554,0.083964,-0.169693,-0.032228,-0.103046,0.994153,1.433483,0.0,0.0,0.0,1.0
Hokuyo_18.csv, Hokuyo_27.csv,0.729816,0.645852,0.224155,5.416634,-0.676907,0.728595,0.10462,-3.102258,-0.095749,-0.228086,0.968921,-0.354906,0.0,0.0,0.0,1.0
Hokuyo_18.csv, Hokuyo_27.csv,0.964733,-0.120736,-0.233909,4.189296,0.250058,0.697945,0.671076,4.330243,0.082232,-0.7059,0.703521,0.55034,0.0,0.0,0.0,1.0
Hokuyo_18.csv, Hokuyo_27.csv,0.949483,0.237004,-0.205698,6.323514,-0.276803,0.941321,-0.19311,-1.458424,0.14786,0.240292,0.959372,2.689372,0.0,0.0,0.0,1.0
Hokuyo_18.csv, Hokuyo_27.csv,0.619983,0.776912,-0.10967,5.635136,-0.784615,0.613671,-0.088247,-4.305921,-0.001259,0.14076,0.990042,2.226232,0.0,0.0,0.0,1.0
Hokuyo_18.csv, Hokuyo_27.csv,0.830507,0.499478,-0.246539,5.634321,-0.43152,0.856816,0.28223,0.496694,0.352207,-0.128007,0.927127,2.983309,0.0,0.0,0.0,1.0
Hokuyo_18.csv, Hokuyo_27.csv,0.965993,0.058058,0.251967,6.784414,-0.160231,0.899221,0.407094,2.142361,-0.202941,-0.433624,0.877943,-0.110596,0.0,0.0,0.0,1.0
Hokuyo_18.csv, Hokuyo_27.csv,0.939029,-0.321451,0.122041,6.523552,0.332021,0.939971,-0.078844,5.131592,-0.089371,0.114556,0.989388,0.958621,0.0,0.0,0.0,1.0
Hokuyo_18.csv, Hokuyo_27.csv,0.184787,0.177372,-0.966639,-0.690799,0.77339,0.580649,0.254389,7.536987,0.606401,-0.794597,-0.02988,2.082282,0.0,0.0,0.0,1.0
Hokuyo_18.csv, Hokuyo_27.csv,0.239161,-0.283934,0.928537,2.491285,0.427605,0.889363,0.161817,4.139355,-0.871755,0.358345,0.334112,-3.440787,0.0,0.0,0.0,1.0
Hokuyo_18.csv, Hokuyo_27.csv,0.335674,0.331238,0.881818,5.753142,-0.9367,0.216338,0.275301,-5.080626,-0.099582,-0.91841,0.38289,-3.320246,0.0,0.0,0.0,1.0
Hokuyo_18.csv, Hokuyo_27.csv,0.708855,0.050838,0.70352,5.24842,0.654379,0.324885,-0.682816,3.68499,-0.263276,0.944386,0.197029,-0.547527,0.0,0.0,0.0,1.0
Hokuyo_18.csv, Hokuyo_27.csv,0.702341,0.292376,0.649025,5.905798,-0.688164,0.512076,0.514012,-2.378429,-0.182067,-0.807647,0.560855,-1.085093,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_10.csv,0.930345,-0.164229,0.327853,-3.238573,-0.002873,0.890804,0.454376,0.236147,-0.366676,-0.42367,0.828284,0.120232,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_10.csv,0.761106,-0.643835,-0.078704,-2.555099,0.647806,0.748417,0.142193,-1.372954,-0.032646,-0.159211,0.986705,-0.715078,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_10.csv,0.927147,-0.37461,-0.008092,-2.837739,0.360127,0.884919,0.29534,-0.769081,-0.103477,-0.27674,0.955358,-0.680504,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_10.csv,0.89891,-0.380481,-0.217244,-2.634718,0.328805,0.913539,-0.239449,0.024647,0.289566,0.14381,0.946292,-1.477397,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_10.csv,0.954206,-0.290018,0.073344,-2.946365,0.25745,0.920993,0.29239,-0.281348,-0.152348,-0.260119,0.953483,-0.489237,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_10.csv,0.96331,-0.258917,-0.070679,-2.918604,0.2453,0.956218,-0.159611,0.167781,0.108911,0.136415,0.984647,-0.989065,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_10.csv,0.885975,-0.404501,0.226775,-3.046942,0.321381,0.88812,0.328567,-0.455099,-0.33431,-0.218224,0.916851,0.16977,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_10.csv,0.925862,-0.276448,-0.257598,-2.705444,0.016142,0.710037,-0.703981,1.287396,0.377518,0.647629,0.661857,-0.969483,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_10.csv,0.729715,-0.381236,0.567605,-2.787471,0.653663,0.63251,-0.415522,-0.843366,-0.200604,0.674233,0.710751,0.705787,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_10.csv,0.484269,-0.819979,0.305151,-3.034962,0.874387,0.441418,-0.201491,-3.087069,0.030519,0.364394,0.930744,-1.27763,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_10.csv,0.471243,-0.355871,0.807023,-1.85834,0.635487,0.771494,-0.030876,-1.918748,-0.611626,0.527402,0.589713,1.225207,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_10.csv,0.961319,-0.139244,0.237648,-3.139721,0.019673,0.89531,0.445007,0.333471,-0.274734,-0.42312,0.86342,1.100855,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_10.csv,0.86542,-0.500919,0.011329,-3.070887,0.500989,0.865444,-0.004204,-1.050127,-0.007699,0.009312,0.999927,-0.502992,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_10.csv,0.837164,-0.042884,0.545267,-2.994732,-0.033278,0.99108,0.129038,0.20851,-0.545938,-0.126173,0.828271,-0.645255,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_10.csv,0.287681,-0.6501,0.703286,-2.87659,0.807494,0.559493,0.186873,-0.554867,-0.514969,0.514138,0.685906,1.206613,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_10.csv,0.557104,0.199978,-0.806006,-0.570565,-0.661907,-0.47921,-0.5764,1.270424,-0.501513,0.854615,-0.134605,1.108483,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_10.csv,0.926481,-0.376329,-0.003292,-1.774888,0.229328,0.557601,0.797803,-1.235194,-0.298401,-0.739905,0.60291,0.255784,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_10.csv,0.908525,0.051222,0.414679,-2.190777,-0.111855,0.98605,0.123265,-0.113537,-0.40258,-0.158376,0.90158,0.561632,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_10.csv,0.917783,-0.2862,-0.275252,-2.801622,0.396976,0.677366,0.619341,-0.126206,0.00919,-0.67769,0.735291,1.314391,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_10.csv,0.397332,0.103702,-0.911797,1.191169,0.017431,0.992562,0.120483,-0.721424,0.91751,-0.063765,0.392569,-4.122945,0.0,0.0,0.0,1.0
Hokuyo_16.csv, Hokuyo_11.csv,0.820008,-0.548097,0.164853,-3.690982,0.54056,0.836299,0.091642,-0.871822,-0.188095,0.013967,0.982052,-0.254571,0.0,0.0,0.0,1.0
Hokuyo_16.csv, Hokuyo_11.csv,0.462096,-0.806523,0.368768,-3.027695,0.857262,0.512716,0.047129,-2.058775,-0.227083,0.294354,0.928326,0.470776,0.0,0.0,0.0,1.0
Hokuyo_16.csv, Hokuyo_11.csv,0.594904,-0.787802,0.159558,-3.193938,0.803772,0.584568,-0.110586,-1.699519,-0.006152,0.194039,0.980975,-0.534696,0.0,0.0,0.0,1.0
Hokuyo_16.csv, Hokuyo_11.csv,0.843523,-0.455819,-0.284075,-3.240974,0.52165,0.821213,0.231282,-0.776405,0.127863,-0.343279,0.930489,-1.693677,0.0,0.0,0.0,1.0
Hokuyo_16.csv, Hokuyo_11.csv,0.648877,-0.738224,-0.184353,-3.133885,0.760888,0.628708,0.160546,-1.791822,-0.002615,-0.244446,0.96966,-1.078901,0.0,0.0,0.0,1.0
Hokuyo_16.csv, Hokuyo_11.csv,0.683425,-0.729801,-0.017945,-3.39933,0.718289,0.667852,0.195025,-1.46335,-0.130344,-0.146173,0.980634,-0.638794,0.0,0.0,0.0,1.0
Hokuyo_16.csv, Hokuyo_11.csv,0.881182,-0.457218,0.120289,-3.433318,0.315784,0.758559,0.569974,-1.512464,-0.351848,-0.464265,0.81281,0.010555,0.0,0.0,0.0,1.0
Hokuyo_16.csv, Hokuyo_11.csv,0.633101,-0.748454,-0.197489,-2.412928,0.767403,0.640288,0.033519,-1.847772,0.101362,-0.172774,0.979732,-1.160136,0.0,0.0,0.0,1.0
Hokuyo_16.csv, Hokuyo_11.csv,0.698284,-0.294077,-0.652623,-2.316303,0.45832,0.884009,0.092047,0.15179,0.549855,-0.363386,0.752071,-1.542414,0.0,0.0,0.0,1.0
Hokuyo_16.csv, Hokuyo_11.csv,0.640001,-0.233653,0.731987,-3.610894,0.431216,0.897702,-0.090476,0.011896,-0.635964,0.373551,0.675284,1.274419,0.0,0.0,0.0,1.0
Hokuyo_16.csv, Hokuyo_11.csv,0.552586,-0.793209,-0.255871,-2.861342,0.729976,0.608764,-0.310712,-0.942587,0.402224,-0.015084,0.915417,-2.462603,0.0,0.0,0.0,1.0
Hokuyo_16.csv, Hokuyo_11.csv,0.794146,-0.484981,-0.366231,-2.36131,0.593594,0.748209,0.296359,-0.635387,0.130289,-0.452746,0.88207,-2.294953,0.0,0.0,0.0,1.0
Hokuyo_16.csv, Hokuyo_11.csv,0.41909,-0.884136,0.206566,-3.641354,0.906973,0.418185,-0.050204,-3.250108,-0.041995,0.208391,0.977143,-0.97076,0.0,0.0,0.0,1.0
Hokuyo_16.csv, Hokuyo_11.csv,-0.628459,-0.618509,-0.471685,1.124702,0.758921,-0.620508,-0.197509,-3.592122,-0.170522,-0.482097,0.859362,-1.50624,0.0,0.0,0.0,1.0
Hokuyo_16.csv, Hokuyo_11.csv,0.63327,-0.761847,0.136236,-4.463776,0.325191,0.421671,0.846431,-1.76924,-0.702295,-0.491717,0.514777,-1.311147,0.0,0.0,0.0,1.0
Hokuyo_16.csv, Hokuyo_11.csv,0.624354,-0.423841,0.656155,-4.640607,0.589928,0.806444,-0.040419,-2.177455,-0.512021,0.412323,0.753542,3.026263,0.0,0.0,0.0,1.0
