reference, reading, iT00, iT01, iT02, iT03, iT10, iT11, iT12, iT13, iT20, iT21, iT22, iT23, iT30, iT31, iT32, iT33
Hokuyo_31.csv, Hokuyo_44.csv,-0.932335,-0.053717,-0.357583,-3.336883,0.022613,-0.99563,0.090607,0.193482,-0.360887,0.076387,0.929475,-1.260034,0.0,0.0,0.0,1.0
Hokuyo_31.csv, Hokuyo_44.csv,-0.939369,0.271334,-0.209675,-3.453233,-0.278338,-0.960476,0.004062,-0.886406,-0.200285,0.062174,0.977763,-0.613965,0.0,0.0,0.0,1.0
Hokuyo_31.csv, Hokuyo_44.csv,-0.973882,0.221309,-0.050733,-3.587247,-0.223427,-0.973872,0.040683,-0.528756,-0.040404,0.050953,0.997883,-0.160102,0.0,0.0,0.0,1.0
Hokuyo_31.csv, Hokuyo_44.csv,-0.990614,-0.13167,0.036698,-3.247217,0.133776,-0.878805,0.458048,-0.462944,-0.02806,0.458656,0.888169,0.052973,0.0,0.0,0.0,1.0
Hokuyo_31.csv, Hokuyo_44.csv,-0.931362,0.290361,-0.219672,-2.755533,-0.268767,-0.955295,-0.123193,-1.014431,-0.245622,-0.055699,0.967764,-0.589094,0.0,0.0,0.0,1.0
Hokuyo_31.csv, Hokuyo_44.csv,-0.697127,-0.052599,-0.715016,-2.611602,0.119376,-0.991899,-0.04342,1.043453,-0.70694,-0.115628,0.697758,-1.036785,0.0,0.0,0.0,1.0
Hokuyo_31.csv, Hokuyo_44.csv,-0.705997,-0.269057,0.655116,-2.985418,0.161387,-0.961807,-0.22109,0.780438,0.689581,-0.050362,0.722455,1.669449,0.0,0.0,0.0,1.0
Hokuyo_31.csv, Hokuyo_44.csv,-0.886834,0.380114,-0.262752,-3.311819,-0.233311,-0.85915,-0.455441,-0.374517,-0.398863,-0.342601,0.850608,-1.680113,0.0,0.0,0.0,1.0
Hokuyo_31.csv, Hokuyo_44.csv,-0.902955,0.009403,-0.429631,-2.554922,-0.082141,-0.985104,0.151076,0.361227,-0.421811,0.171703,0.890277,-1.967541,0.0,0.0,0.0,1.0
Hokuyo_31.csv, Hokuyo_44.csv,-0.859246,0.462135,0.219377,-3.91591,-0.50385,-0.838711,-0.206637,-2.558098,0.0885,-0.288087,0.953506,-0.20678,0.0,0.0,0.0,1.0
Hokuyo_31.csv, Hokuyo_44.csv,0.195876,0.923414,-0.330061,0.086153,-0.962033,0.115711,-0.247193,-3.785832,-0.190069,0.365945,0.911018,-1.35853,0.0,0.0,0.0,1.0
Hokuyo_31.csv, Hokuyo_44.csv,-0.961032,0.253207,0.110919,-4.596949,-0.083274,-0.647784,0.757261,-0.767008,0.263596,0.718514,0.643625,-1.651323,0.0,0.0,0.0,1.0
Hokuyo_31.csv, Hokuyo_44.csv,-0.796089,-0.093628,0.597893,-4.203808,-0.023955,-0.982311,-0.185719,-1.362953,0.604706,-0.162172,0.779764,3.558915,0.0,0.0,0.0,1.0
Hokuyo_31.csv, Hokuyo_44.csv,-0.630651,0.733645,-0.25307,-3.236841,-0.74434,-0.664092,-0.070292,-1.540889,-0.219632,0.144038,0.96489,-1.66654,0.0,0.0,0.0,1.0
Hokuyo_31.csv, Hokuyo_44.csv,-0.886429,0.45421,-0.089081,-3.056882,-0.441304,-0.771287,0.458663,-0.313646,0.139624,0.445882,0.884133,0.914194,0.0,0.0,0.0,1.0
Hokuyo_31.csv, Hokuyo_44.csv,-0.822074,-0.405368,0.399841,-2.497949,0.536301,-0.78714,0.30462,2.18703,0.191249,0.464852,0.864485,0.716461,0.0,0.0,0.0,1.0
Hokuyo_39.csv, Hokuyo_13.csv,0.16233,-0.971986,0.169986,0.357792,0.965026,0.120447,-0.232846,-1.254841,0.205849,0.201839,0.957542,-0.470518,0.0,0.0,0.0,1.0
Hokuyo_39.csv, Hokuyo_13.csv,-0.206102,-0.978526,-0.003196,0.768006,0.96575,-0.202883,-0.16176,-1.034897,0.157638,-0.036428,0.986825,-0.073677,0.0,0.0,0.0,1.0
Hokuyo_39.csv, Hokuyo_13.csv,-0.351441,-0.911731,-0.212691,1.110315,0.935068,-0.353051,-0.03166,-1.120283,-0.046225,-0.21001,0.976606,0.296798,0.0,0.0,0.0,1.0
Hokuyo_39.csv, Hokuyo_13.csv,-0.242677,-0.969918,-0.019212,0.898009,0.952144,-0.24193,0.18679,-1.089918,-0.185819,0.027035,0.982211,0.251402,0.0,0.0,0.0,1.0
Hokuyo_39.csv, Hokuyo_13.csv,-0.088118,-0.976307,-0.197642,0.784029,0.985871,-0.113855,0.122869,-1.198873,-0.14246,-0.184024,0.972542,0.454177,0.0,0.0,0.0,1.0
Hokuyo_39.csv, Hokuyo_13.csv,-0.196382,-0.950422,0.241113,0.767218,0.978362,-0.206265,-0.016199,-1.252741,0.065129,0.232714,0.970361,-0.218386,0.0,0.0,0.0,1.0
Hokuyo_39.csv, Hokuyo_13.csv,-0.215491,-0.893517,0.393946,1.167877,0.898811,-0.023794,0.437691,-0.704888,-0.38171,0.4484,0.808228,0.572983,0.0,0.0,0.0,1.0
Hokuyo_39.csv, Hokuyo_13.csv,-0.231711,-0.961121,-0.150187,-0.427795,0.832721,-0.275783,0.480124,-1.153824,-0.502877,-0.013816,0.864247,1.159863,0.0,0.0,0.0,1.0
Hokuyo_39.csv, Hokuyo_13.csv,0.238089,-0.817911,-0.52377,1.196658,0.912677,0.372846,-0.167354,-1.714665,0.332166,-0.43819,0.835258,0.249635,0.0,0.0,0.0,1.0
Hokuyo_39.csv, Hokuyo_13.csv,-0.27245,-0.893008,0.358204,0.459393,0.951848,-0.304538,-0.035241,-1.453826,0.140557,0.331353,0.932978,-0.104128,0.0,0.0,0.0,1.0
Hokuyo_39.csv, Hokuyo_13.csv,-0.423202,-0.733467,-0.531907,1.25931,0.834868,-0.54376,0.085563,-0.900753,-0.351987,-0.407864,0.842468,0.894245,0.0,0.0,0.0,1.0
Hokuyo_39.csv, Hokuyo_13.csv,-0.254257,-0.88425,0.391737,1.307428,0.711717,0.103181,0.694847,-1.876795,-0.654838,0.455475,0.603099,0.40699,0.0,0.0,0.0,1.0
Hokuyo_39.csv, Hokuyo_13.csv,-0.505008,-0.763665,-0.402221,1.05242,0.860579,-0.40981,-0.302423,-0.859566,0.066116,-0.498871,0.864151,-0.956206,0.0,0.0,0.0,1.0
Hokuyo_39.csv, Hokuyo_13.csv,-0.27391,-0.648541,0.710189,1.404281,0.429935,-0.743109,-0.51278,-0.636787,0.860307,0.164879,0.482374,-1.21761,0.0,0.0,0.0,1.0
Hokuyo_39.csv, Hokuyo_13.csv,-0.03271,-0.451352,0.891746,-0.743057,0.938041,0.294096,0.183262,-0.974272,-0.344976,0.842491,0.413765,-0.633687,0.0,0.0,0.0,1.0
Hokuyo_39.csv, Hokuyo_13.csv,-0.057547,-0.208154,-0.976401,-0.066226,0.941889,-0.33554,0.01602,-3.393367,-0.330956,-0.918742,0.215369,2.273353,0.0,0.0,0.0,1.0
Hokuyo_39.csv, Hokuyo_13.csv,0.321602,-0.894764,0.309793,0.483981,0.86115,0.140356,-0.488591,-0.143948,0.393692,0.42391,0.815662,-0.703837,0.0,0.0,0.0,1.0
Hokuyo_39.csv, Hokuyo_13.csv,0.024676,-0.466234,-0.884316,0.636922,0.776374,-0.548336,0.310761,-0.497303,-0.629789,-0.694229,0.348442,0.307392,0.0,0.0,0.0,1.0
Hokuyo_39.csv, Hokuyo_13.csv,-0.239776,-0.967839,-0.076125,1.751917,0.926943,-0.204924,-0.314295,-1.149326,0.288587,-0.145926,0.946268,-0.8714,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_27.csv,-0.92038,-0.094085,0.379535,1.409295,0.036842,-0.98717,-0.155371,0.041787,0.389282,-0.129017,0.912038,-0.62683,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_27.csv,-0.967868,0.186472,0.168693,1.410573,-0.210529,-0.967781,-0.138128,0.312278,0.1375,-0.169205,0.975942,-0.307899,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_27.csv,-0.949273,0.31251,-0.03489,1.527425,-0.298705,-0.861502,0.410597,0.571372,0.098257,0.400192,0.911149,-0.120059,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_27.csv,-0.953758,-0.20511,-0.219713,1.549565,0.1367,-0.947011,0.290662,-0.329807,-0.267688,0.247187,0.931259,0.342707,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_27.csv,-0.951978,0.166038,0.257232,1.420333,-0.120858,-0.975742,0.182544,0.310666,0.2813,0.14269,0.948952,-0.269729,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_27.csv,-0.99519,-0.013852,-0.096968,1.677961,0.013184,-0.999886,0.007525,-0.264049,-0.097062,0.006211,0.995259,0.024264,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_27.csv,-0.961613,0.258105,-0.09318,2.362652,-0.217249,-0.923518,-0.316099,0.455374,-0.167641,-0.283721,0.94414,0.929267,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_27.csv,-0.991494,-0.076077,-0.105595,1.749743,0.117119,-0.875398,-0.469002,-0.181902,-0.056758,-0.477381,0.876861,0.299677,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_27.csv,-0.977684,0.200357,-0.063154,1.973721,-0.20517,-0.975273,0.082155,0.228717,-0.045132,0.09328,0.994617,0.108953,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_27.csv,-0.935964,-0.276543,0.217934,1.683986,0.11416,-0.823875,-0.555158,0.36985,0.333075,-0.494729,0.802685,-0.901097,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_27.csv,-0.861903,-0.013896,-0.506882,1.929524,-0.315458,-0.767939,0.557456,0.994806,-0.397001,0.640374,0.657505,0.124286,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_27.csv,-0.834748,-0.423252,0.352212,1.049122,0.316968,-0.892402,-0.321174,-1.157479,0.45025,-0.156459,0.879087,-0.700351,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_27.csv,-0.593995,-0.529816,0.605364,0.516722,0.789501,-0.528402,0.312215,-2.257398,0.154458,0.663392,0.732158,-1.161568,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_27.csv,-0.173569,0.882306,-0.437505,-0.044272,-0.637619,0.237889,0.732701,2.159699,0.750543,0.406137,0.521284,-1.852271,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_27.csv,-0.910973,-0.132672,0.390545,0.315736,-0.154474,-0.768206,-0.621288,-0.197697,0.382446,-0.626305,0.67932,1.76518,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_27.csv,-0.912692,-0.338124,0.22949,1.092474,0.406096,-0.687815,0.601662,0.720935,-0.04559,0.642328,0.765074,0.490408,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_27.csv,-0.017946,-0.822735,-0.568144,-0.673949,0.646544,-0.442992,0.621078,-1.612977,-0.762665,-0.356184,0.539884,2.230156,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_27.csv,-0.174869,-0.95111,-0.254582,-0.506999,0.68508,-0.303247,0.662349,0.712843,-0.707167,-0.058584,0.704615,0.707803,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_27.csv,-0.182648,0.05596,-0.981585,-1.671723,-0.455161,-0.889762,0.033968,1.454217,-0.871474,0.452984,0.187985,0.466416,0.0,0.0,0.0,1.0
Hokuyo_30.csv, Hokuyo_12.csv,-0.329165,0.901786,-0.280054,-0.964499,-0.877132,-0.40184,-0.262987,1.909962,-0.349697,0.159079,0.923259,0.200089,0.0,0.0,0.0,1.0
Hokuyo_30.csv, Hokuyo_12.csv,-0.530334,0.815755,-0.230845,-0.467689,-0.8415,-0.539612,0.026364,1.867664,-0.103062,0.208237,0.972633,-0.17203,0.0,0.0,0.0,1.0
Hokuyo_30.csv, Hokuyo_12.csv,-0.759874,0.622218,0.18824,-0.034842,-0.643867,-0.760284,-0.08604,2.018427,0.089578,-0.186581,0.978346,0.161202,0.0,0.0,0.0,1.0
Hokuyo_30.csv, Hokuyo_12.csv,-0.408514,0.876697,-0.254,-0.687682,-0.891193,-0.443235,-0.096523,1.770135,-0.197205,0.186933,0.962375,-0.222101,0.0,0.0,0.0,1.0
Hokuyo_30.csv, Hokuyo_12.csv,-0.491903,0.868383,0.062784,-0.626216,-0.863522,-0.477399,-0.162536,1.77945,-0.111172,-0.134167,0.984703,0.530451,0.0,0.0,0.0,1.0
Hokuyo_30.csv, Hokuyo_12.csv,-0.430793,0.880857,-0.196233,-0.927357,-0.881249,-0.457464,-0.11885,1.665284,-0.19446,0.121731,0.973328,0.036811,0.0,0.0,0.0,1.0
Hokuyo_30.csv, Hokuyo_12.csv,-0.24214,0.969139,-0.046228,-1.080549,-0.970006,-0.242855,-0.010436,1.66972,-0.021342,0.042315,0.998876,0.101942,0.0,0.0,0.0,1.0
Hokuyo_30.csv, Hokuyo_12.csv,-0.564339,0.821042,0.086084,-1.546645,-0.819922,-0.56959,0.057415,1.394713,0.096171,-0.03818,0.994632,-0.996634,0.0,0.0,0.0,1.0
Hokuyo_30.csv, Hokuyo_12.csv,0.275855,0.918138,-0.284475,-3.060562,-0.733074,0.392384,0.555552,0.414788,0.621695,0.055291,0.781304,-0.558945,0.0,0.0,0.0,1.0
Hokuyo_30.csv, Hokuyo_12.csv,-0.081495,0.949884,-0.30179,-1.236024,-0.940154,-0.173782,-0.293098,0.093123,-0.330856,0.259843,0.907202,-0.403815,0.0,0.0,0.0,1.0
Hokuyo_30.csv, Hokuyo_12.csv,-0.66823,0.699535,-0.253212,-0.011651,-0.698315,-0.707166,-0.110783,1.513354,-0.256561,0.102792,0.961047,0.390039,0.0,0.0,0.0,1.0
Hokuyo_30.csv, Hokuyo_12.csv,-0.35079,0.861255,-0.367675,-1.177811,-0.934353,-0.295614,0.198989,2.572892,0.062689,0.413342,0.908415,-1.306917,0.0,0.0,0.0,1.0
Hokuyo_30.csv, Hokuyo_12.csv,0.042258,0.984043,0.172837,-1.499605,-0.954606,-0.011288,0.297659,1.771399,0.294859,-0.17757,0.938896,0.48872,0.0,0.0,0.0,1.0
Hokuyo_30.csv, Hokuyo_12.csv,0.427484,0.898978,0.095378,-0.912817,-0.870889,0.437819,-0.223305,1.579098,-0.242506,0.012395,0.970071,-0.137725,0.0,0.0,0.0,1.0
Hokuyo_30.csv, Hokuyo_12.csv,-0.034624,0.120099,-0.992157,-0.716535,-0.497957,0.858673,0.12132,0.240587,0.86651,0.498254,0.030072,-1.903152,0.0,0.0,0.0,1.0
Hokuyo_30.csv, Hokuyo_12.csv,0.200782,0.282397,0.93805,-0.722177,-0.836961,0.547069,0.014452,-0.541653,-0.509097,-0.788014,0.346198,2.632401,0.0,0.0,0.0,1.0
Hokuyo_30.csv, Hokuyo_12.csv,-0.385937,0.449975,0.805342,1.180407,-0.371084,-0.874957,0.311041,1.76958,0.844599,-0.178807,0.504656,-2.185995,0.0,0.0,0.0,1.0
Hokuyo_30.csv, Hokuyo_12.csv,-0.038859,0.768479,0.638695,-1.727293,-0.150655,0.627365,-0.764013,-0.772202,-0.987822,-0.125913,0.091398,0.223665,0.0,0.0,0.0,1.0
Hokuyo_30.csv, Hokuyo_12.csv,-0.270868,0.78722,0.553999,-1.183587,-0.657174,-0.571756,0.491139,1.74101,0.703386,-0.23104,0.67221,0.290643,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_25.csv,-0.189403,-0.963749,0.187921,2.075305,0.880717,-0.082128,0.466468,-1.274471,-0.434125,0.253855,0.864345,0.053325,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_25.csv,-0.656756,-0.727386,-0.198946,2.560855,0.732375,-0.678108,0.061602,0.351534,-0.179716,-0.105246,0.978071,0.458325,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_25.csv,-0.39241,-0.907817,-0.14792,2.584903,0.871154,-0.418425,0.256925,-0.62085,-0.295136,-0.028042,0.955042,0.366717,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_25.csv,-0.393231,-0.849833,-0.350931,2.451144,0.91187,-0.31159,-0.267218,-0.580532,0.117744,-0.425082,0.897463,0.594195,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_25.csv,-0.310134,-0.948136,-0.069659,2.507043,0.909283,-0.317217,0.269401,-0.725641,-0.277527,0.02021,0.960505,0.276693,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_25.csv,-0.276128,-0.937244,-0.212899,2.367887,0.954448,-0.24134,-0.175454,-0.866237,0.113061,-0.25165,0.961191,0.238761,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_25.csv,-0.426533,-0.899999,0.08983,2.471385,0.874396,-0.384912,0.29542,-0.473304,-0.231303,0.204553,0.951133,-0.09752,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_25.csv,-0.288901,-0.873063,-0.392804,2.246234,0.724554,0.068784,-0.685776,-0.891566,0.625745,-0.48273,0.612709,0.151548,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_25.csv,-0.407548,-0.794654,0.449921,2.24384,0.628391,-0.601537,-0.49323,0.606163,0.662593,0.081711,0.744509,-1.057306,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_25.csv,-0.835664,-0.504415,0.217329,1.474149,0.428463,-0.84626,-0.316642,0.092634,0.343636,-0.17149,0.923311,-0.992814,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_25.csv,-0.382286,-0.573716,0.724366,2.071648,0.759404,-0.641684,-0.107454,-0.479192,0.526464,0.509008,0.680988,-2.381258,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_25.csv,-0.163095,-0.982056,0.094683,2.183224,0.884981,-0.103198,0.454046,-1.084274,-0.436129,0.157844,0.885932,1.525085,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_25.csv,-0.517876,-0.846684,-0.122183,2.340858,0.855371,-0.514525,-0.060034,-0.458448,-0.012037,-0.135603,0.990689,0.438626,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_25.csv,-0.07096,-0.905367,0.418656,1.80754,0.988539,-0.007762,0.150764,-1.998364,-0.133248,0.424556,0.895542,-2.255096,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_25.csv,-0.67057,-0.370651,0.642615,0.681205,0.539447,-0.838266,0.079415,2.422131,0.509247,0.39991,0.762061,-1.793939,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_25.csv,0.206324,-0.440445,-0.873748,0.955441,-0.453672,0.748122,-0.484246,-1.548114,0.866956,0.496308,-0.045463,-3.391616,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_25.csv,-0.394218,-0.907806,-0.143106,3.653007,0.53573,-0.353524,0.76682,-0.517895,-0.746717,0.225628,0.625704,0.995483,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_25.csv,0.024518,-0.959411,0.280943,2.629616,0.985171,0.070926,0.156231,-2.705902,-0.169817,0.272946,0.946921,-0.191486,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_25.csv,-0.298112,-0.862326,-0.409294,2.113583,0.656003,-0.49657,0.568399,0.983928,-0.69339,-0.099053,0.713721,3.579803,0.0,0.0,0.0,1.0
Hokuyo_14.csv, Hokuyo_25.csv,0.115488,-0.265066,-0.957287,2.027707,0.989212,-0.056747,0.135053,-2.687943,-0.090121,-0.962558,0.255653,0.971828,0.0,0.0,0.0,1.0
Hokuyo_10.csv, Hokuyo_2.csv,-0.991079,-0.105827,0.081,2.460701,0.102286,-0.993659,-0.046691,-1.388865,0.085428,-0.037989,0.995621,-0.366607,0.0,0.0,0.0,1.0
Hokuyo_10.csv, Hokuyo_2.csv,-0.891336,0.285086,0.352486,2.5692,-0.343391,-0.932201,-0.114383,0.13324,0.295977,-0.222994,0.928801,-0.940942,0.0,0.0,0.0,1.0
Hokuyo_10.csv, Hokuyo_2.csv,-0.967597,0.219199,0.125329,2.788099,-0.245697,-0.931792,-0.267203,-0.172071,0.05821,-0.289338,0.955456,-0.462162,0.0,0.0,0.0,1.0
Hokuyo_10.csv, Hokuyo_2.csv,-0.919661,-0.12625,-0.371865,2.287465,0.097619,-0.990687,0.094922,-1.206908,-0.380385,0.050994,0.923422,1.021857,0.0,0.0,0.0,1.0
Hokuyo_10.csv, Hokuyo_2.csv,-0.953998,0.197708,-0.225383,2.623149,-0.203732,-0.979021,0.003554,-0.405314,-0.219952,0.049308,0.974265,0.669595,0.0,0.0,0.0,1.0
Hokuyo_10.csv, Hokuyo_2.csv,-0.987082,0.14562,-0.066801,2.633561,-0.148543,-0.988053,0.041079,-0.400152,-0.060021,0.050471,0.996921,0.133796,0.0,0.0,0.0,1.0
Hokuyo_10.csv, Hokuyo_2.csv,-0.978023,-0.207356,0.021767,2.627109,0.193634,-0.864638,0.463583,-2.399636,-0.077306,0.457609,0.885787,0.789802,0.0,0.0,0.0,1.0
Hokuyo_10.csv, Hokuyo_2.csv,-0.94732,0.217266,-0.23533,3.296281,-0.192571,-0.973474,-0.123557,-0.582978,-0.255932,-0.07173,0.96403,0.821863,0.0,0.0,0.0,1.0
Hokuyo_10.csv, Hokuyo_2.csv,-0.679595,-0.108042,-0.725588,1.585742,0.195923,-0.979899,-0.037594,-0.940077,-0.70694,-0.167708,0.687103,3.116446,0.0,0.0,0.0,1.0
Hokuyo_10.csv, Hokuyo_2.csv,-0.693533,-0.320729,0.645093,0.968477,0.23831,-0.94716,-0.214705,-1.418171,0.679867,0.004827,0.73332,-2.612396,0.0,0.0,0.0,1.0
Hokuyo_10.csv, Hokuyo_2.csv,-0.909143,0.310058,-0.278069,2.582827,-0.159344,-0.875812,-0.455593,-0.031865,-0.384795,-0.369891,0.845644,0.30411,0.0,0.0,0.0,1.0
Hokuyo_10.csv, Hokuyo_2.csv,-0.89408,-0.061259,-0.443698,2.971408,-0.00858,-0.988079,0.153707,-0.387979,-0.447824,0.141233,0.882898,0.807304,0.0,0.0,0.0,1.0
Hokuyo_10.csv, Hokuyo_2.csv,-0.89559,0.395298,0.204101,1.90612,-0.434565,-0.875546,-0.211123,-0.543811,0.095244,-0.277774,0.955913,-1.127679,0.0,0.0,0.0,1.0
Hokuyo_10.csv, Hokuyo_2.csv,0.129543,0.934821,-0.330648,0.066627,-0.964038,0.040699,-0.262629,2.232327,-0.232053,0.352779,0.906476,0.248578,0.0,0.0,0.0,1.0
